slug,name,programming_kind,technical,load,overall,recommended_age_min,attention_demand,source,notes
distance-jump-broad-jump-to-stick,"Broad Jump to Stick",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
repeated-broad-jump-elastic,"Repeated Broad Jump Elastic",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
broad-jump-to-vertical-pop,"Broad Jump to Vertical Pop",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
distance-jump-single-leg-hop-to-stick,"Single-Leg Hop to Stick",exercise,4,3,4,7,low,reviewed,"Workout exercise — load 3/10, technical 4/10"
single-leg-hop-for-distance,"Single-Leg Hop for Distance",exercise,4,3,4,7,low,reviewed,"Workout exercise — load 3/10, technical 4/10"
alternate-leg-bound-for-distance,"Alternate-Leg Bound for Distance",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
three-bound-distance-series,"Three-Bound Distance Series",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
bounding-to-pit-landing,"Bounding to Pit Landing",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
alternating-bounds-for-rhythm,"Alternating Bounds for Rhythm",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
alternating-bounds-for-distance,"Alternating Bounds for Distance",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
distance-jump-power-skip-for-distance,"Power Skip for Distance",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
distance-jump-straight-leg-bound,"Straight-Leg Bound",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
hurdle-hop-to-sprint-out,"Hurdle Hop to Sprint-Out",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
low-box-drop-to-broad-jump,"Low Box Drop to Broad Jump",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
depth-drop-to-horizontal-rebound,"Depth Drop to Horizontal Rebound",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
single-leg-rebound-hop,"Single-Leg Rebound Hop",exercise,5,3,5,9,moderate,reviewed,"Workout exercise — load 3/10, technical 5/10"
hop-step-jump-phase-series,"Hop-Step-Jump Phase Series",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
triple-jump-walk-in-bound-series,"Triple-Jump Walk-In Bound Series",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
distance-jump-trap-bar-deadlift,"Trap Bar Deadlift",exercise,5,5,5,9,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
distance-jump-rear-foot-elevated-split-squat,"Rear-Foot-Elevated Split Squat",exercise,4,4,4,7,low,reviewed,"Workout exercise — load 4/10, technical 4/10"
step-up-to-knee-drive,"Step-Up to Knee Drive",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
distance-jump-single-leg-romanian-deadlift,"Single-Leg Romanian Deadlift",exercise,5,7,7,12,moderate,reviewed,"Workout exercise — load 7/10, technical 5/10"
distance-jump-hip-thrust,"Hip Thrust",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
distance-jump-standing-calf-raise,"Standing Calf Raise",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
distance-jump-bent-knee-soleus-raise,"Bent-Knee Soleus Raise",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
distance-jump-nordic-hamstring-eccentric,"Nordic Hamstring Eccentric",exercise,3,6,6,10,moderate,reviewed,"Workout exercise — load 6/10, technical 3/10"
distance-jump-medicine-ball-scoop-toss,"Medicine Ball Scoop Toss",exercise,4,4,4,7,low,reviewed,"Workout exercise — load 4/10, technical 4/10"
medicine-ball-overhead-back-throw,"Medicine Ball Overhead Back Throw",exercise,4,4,4,7,low,reviewed,"Workout exercise — load 4/10, technical 4/10"
random-gate-acceleration,"Random Gate Acceleration",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
color-cone-touch-on-call,"Color Cone Touch on Call",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
clap-cue-drop-step,"Clap-Cue Drop Step",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
light-visual-cue-sprint-start,"Light / Visual Cue Sprint Start",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
whistle-to-decel-stick,"Whistle-to-Decel Stick",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
single-hand-tennis-ball-drop-catch,"Single-Hand Tennis Ball Drop Catch",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
high-low-catch-decision-drill,"High-Low Catch Decision Drill",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
reactive-y-cut,"Reactive Y-Cut",exercise,5,1,5,9,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
lateral-shuffle-decel-stick-on-cue,"Lateral Shuffle Decel Stick on Cue",exercise,5,1,5,9,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
backpedal-to-sprint-turn-on-signal,"Backpedal-to-Sprint Turn on Signal",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
drop-step-crossover-go-on-cue,"Drop-Step Crossover Go on Cue",exercise,5,1,5,9,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
reactive-5-10-5-finish-on-signal,"Reactive 5-10-5 Finish on Signal",exercise,5,1,5,9,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
reactive-hop-to-cut,"Reactive Hop-to-Cut",exercise,5,1,5,9,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
multi-cone-scan-and-go,"Multi-Cone Scan-and-Go",exercise,5,1,5,9,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bear-to-crab-switch-on-cue,"Bear-to-Crab Switch on Cue",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
low-line-partner-tag,"Low Line Partner Tag",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
boundary-recovery-drill,"Boundary Recovery Drill",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
blind-side-shoulder-check-to-move,"Blind-Side Shoulder Check to Move",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
three-sixty-awareness-catch-with-safe-twist,"360 Awareness Catch with Safe Twist",exercise,5,1,5,9,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
small-sided-keep-away-footwork,"Small-Sided Keep-Away Footwork",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
collision-avoidance-lane-change,"Collision-Avoidance Lane Change",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
low-speed-chaos-box-reset,"Low-Speed Chaos Box Reset",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
9090-hip-switch-with-reach,"90/90 Hip Switch with Reach",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
half-kneeling-adductor-rockback,"Half-Kneeling Adductor Rockback",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
wall-supported-hip-cars,"Wall-Supported Hip CARs",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
leg-swing-matrix,"Leg Swing Matrix",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
ankle-knee-to-wall-mobilization,"Ankle Knee-to-Wall Mobilization",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
couch-stretch-to-glute-squeeze,"Couch Stretch to Glute Squeeze",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
shin-box-get-up-kicking,"Shin Box Get-Up",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
cossack-shift-with-reach,"Cossack Shift with Reach",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
band-hip-flexor-march,"Band Hip-Flexor March",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
wall-lean-calf-soleus-pulse,"Wall Lean Calf-Soleus Pulse",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
wall-supported-slow-front-kick-chamber,"Wall-Supported Slow Front Kick Chamber",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
lateral-chamber-hold-to-re-chamber,"Lateral Chamber Hold to Re-Chamber",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
standing-hip-airplane-kick-prep,"Standing Hip Airplane Kick Prep",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
support-leg-pivot-drill,"Support-Leg Pivot Drill",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
slow-roundhouse-line-drill,"Slow Roundhouse Line Drill",skill_drill,2,1,2,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
snap-kick-recoil-drill,"Snap Kick Recoil Drill",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
partner-target-touch-pointing-kick,"Partner Target Touch Pointing Kick",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
ball-control-inside-outside-touch-matrix,"Ball-Control Inside-Outside Touch Matrix",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
low-kick-check-balance-hold,"Low-Kick Check Balance Hold",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
shadow-kick-rhythm-ladder,"Shadow Kick Rhythm Ladder",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
medicine-ball-rotational-scoop-toss-kicking,"Medicine Ball Rotational Scoop Toss",exercise,4,4,4,7,low,reviewed,"Workout exercise — load 4/10, technical 4/10"
split-stance-band-resisted-knee-drive,"Split-Stance Band-Resisted Knee Drive",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
step-behind-lateral-bound-to-stick,"Step-Behind Lateral Bound to Stick",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
rotational-broad-jump-to-stick,"Rotational Broad Jump to Stick",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
lateral-shuffle-to-roundhouse-target,"Lateral Shuffle to Roundhouse Target",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
reactive-front-kick-pad-pop,"Reactive Front Kick Pad Pop",exercise,5,1,5,9,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
soccer-instep-strike-into-net-or-wall,"Soccer Instep Strike into Net or Wall",exercise,4,4,4,7,low,reviewed,"Workout exercise — load 4/10, technical 4/10"
low-amplitude-pogo-to-kick-start,"Low-Amplitude Pogo to Kick Start",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
partner-call-kick-reaction,"Partner Call Kick Reaction",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
3-step-approach-ball-strike,"3-Step Approach Ball Strike",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
rear-foot-elevated-split-squat-kicking,"Rear-Foot-Elevated Split Squat",exercise,4,4,4,7,low,reviewed,"Workout exercise — load 4/10, technical 4/10"
cossack-squat-kicking,"Cossack Squat",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
single-leg-romanian-deadlift-kicking,"Single-Leg Romanian Deadlift",exercise,5,7,7,12,moderate,reviewed,"Workout exercise — load 7/10, technical 5/10"
copenhagen-side-plank-kicking,"Copenhagen Side Plank",exercise,2,2,2,6,low,reviewed,"Workout exercise — load 2/10, technical 2/10"
front-foot-elevated-split-squat,"Front-Foot-Elevated Split Squat",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
single-leg-hip-thrust,"Single-Leg Hip Thrust",exercise,4,4,4,7,low,reviewed,"Workout exercise — load 4/10, technical 4/10"
standing-cable-or-band-hip-flexion,"Standing Cable or Band Hip Flexion",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
landmine-rotational-press,"Landmine Rotational Press",exercise,4,5,5,9,moderate,reviewed,"Workout exercise — load 5/10, technical 4/10"
pallof-press-with-march,"Pallof Press with March",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
heavy-sled-push,"Heavy Sled Push",exercise,4,3,4,7,low,reviewed,"Workout exercise — load 3/10, technical 4/10"
lateral-lunge-decel-stick,"Lateral Lunge Decel Stick",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
kick-to-landing-stick,"Kick-to-Landing Stick",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
eccentric-adductor-slider,"Eccentric Adductor Slider",exercise,4,1,4,7,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
assisted-nordic-hamstring-eccentric,"Assisted Nordic Hamstring Eccentric",exercise,3,3,3,6,low,reviewed,"Workout exercise — load 3/10, technical 3/10"
tibialis-raise-kicking,"Tibialis Raise",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
bent-knee-soleus-raise-kicking,"Bent-Knee Soleus Raise",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
partner-low-kick-check-perturbation,"Partner Low-Kick Check Perturbation",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
repeat-kick-interval,"Repeat Kick Interval",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
shuttle-to-kick-conditioning,"Shuttle-to-Kick Conditioning",exercise,4,2,4,7,low,reviewed,"Workout exercise — load 2/10, technical 4/10"
